Country,State,Table Number,effective date,expiration date,key1,key2,key3,key4,Factor
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory I,Building,AA,,0.031
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory I,Contents,AA,,0.029
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory I,Building,A,,0.035
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory I,Contents,A,,0.034
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory I,Building,AB,,0.044
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory I,Contents,AB,,0.041
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory I,Building,B,,0.061
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory I,Contents,B,,0.055
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory II,Building,AA,,0.056
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory II,Contents,AA,,0.046
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory II,Building,A,,0.062
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory II,Contents,A,,0.051
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory II,Building,AB,,0.075
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory II,Contents,AB,,0.059
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory II,Building,B,,0.114
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory II,Contents,B,,0.091
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory III,Building,AA,,0.078
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory III,Contents,AA,,0.066
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory III,Building,A,,0.088
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory III,Contents,A,,0.074
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory III,Building,AB,,0.106
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory III,Contents,AB,,0.086
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory III,Building,B,,0.164
USA,NJ,BGII(LC),8/1/2020,1/1/2999,Territory III,Contents,B,,0.139
USA,NJ,B.(1)(LC),8/1/2020,1/1/2999,,,,,0.045
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Residential Apartments and Condominiums,,,,0.214
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Offices,,,,0.24
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Mercantile - High,,,,0.239
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Mercantile - Medium,,,,0.209
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Mercantile - Low,,,,0.152
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Motels and Hotels,,,,0.115
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Institutional - High,,,,0.083
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Institutional - Low,,,,0.074
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Industrial and Processing - High,,,,0.22
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Industrial and Processing - Low,,,,0.179
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Service - High,,,,0.218
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Service - Low,,,,0.146
USA,NJ,C.(2)(LC),8/1/2020,1/1/2999,Contractors,,,,0.28
USA,NJ,85.(LC),8/1/2020,1/1/2999,74,Building,,1,0.113
USA,NJ,85.(LC),8/1/2020,1/1/2999,74,Contents,,1,0.113
USA,NJ,85.(LC),8/1/2020,1/1/2999,74,Building,,2,0.102
USA,NJ,85.(LC),8/1/2020,1/1/2999,74,Contents,,2,0.102
USA,NJ,85.(LC),8/1/2020,1/1/2999,74,Building,,3,0.091
USA,NJ,85.(LC),8/1/2020,1/1/2999,74,Contents,,3,0.095
USA,NJ,85.(LC),8/1/2020,1/1/2999,74,Building,,4,0.073
USA,NJ,85.(LC),8/1/2020,1/1/2999,74,Contents,,4,0.084
USA,NJ,85.(LC),8/1/2020,1/1/2999,74,Building,,5 or 6,0.067
USA,NJ,85.(LC),8/1/2020,1/1/2999,74,Contents,,5 or 6,0.08
USA,NJ,85.(LC),8/1/2020,1/1/2999,75,Building,,1,0.113
USA,NJ,85.(LC),8/1/2020,1/1/2999,75,Contents,,1,0.113
USA,NJ,85.(LC),8/1/2020,1/1/2999,75,Building,,2,0.102
USA,NJ,85.(LC),8/1/2020,1/1/2999,75,Contents,,2,0.102
USA,NJ,85.(LC),8/1/2020,1/1/2999,75,Building,,3,0.091
USA,NJ,85.(LC),8/1/2020,1/1/2999,75,Contents,,3,0.095
USA,NJ,85.(LC),8/1/2020,1/1/2999,75,Building,,4,0.073
USA,NJ,85.(LC),8/1/2020,1/1/2999,75,Contents,,4,0.084
USA,NJ,85.(LC),8/1/2020,1/1/2999,75,Building,,5 or 6,0.067
USA,NJ,85.(LC),8/1/2020,1/1/2999,75,Contents,,5 or 6,0.08
USA,NJ,85.(LC),8/1/2020,1/1/2999,76,Building,,1,0.113
USA,NJ,85.(LC),8/1/2020,1/1/2999,76,Contents,,1,0.113
USA,NJ,85.(LC),8/1/2020,1/1/2999,76,Building,,2,0.102
USA,NJ,85.(LC),8/1/2020,1/1/2999,76,Contents,,2,0.102
USA,NJ,85.(LC),8/1/2020,1/1/2999,76,Building,,3,0.091
USA,NJ,85.(LC),8/1/2020,1/1/2999,76,Contents,,3,0.095
USA,NJ,85.(LC),8/1/2020,1/1/2999,76,Building,,4,0.073
USA,NJ,85.(LC),8/1/2020,1/1/2999,76,Contents,,4,0.084
USA,NJ,85.(LC),8/1/2020,1/1/2999,76,Building,,5 or 6,0.067
USA,NJ,85.(LC),8/1/2020,1/1/2999,76,Contents,,5 or 6,0.08
USA,NJ,85.(LC),8/1/2020,1/1/2999,77,Building,,1,0.103
USA,NJ,85.(LC),8/1/2020,1/1/2999,77,Contents,,1,0.107
USA,NJ,85.(LC),8/1/2020,1/1/2999,77,Building,,2,0.093
USA,NJ,85.(LC),8/1/2020,1/1/2999,77,Contents,,2,0.095
USA,NJ,85.(LC),8/1/2020,1/1/2999,77,Building,,3,0.081
USA,NJ,85.(LC),8/1/2020,1/1/2999,77,Contents,,3,0.092
USA,NJ,85.(LC),8/1/2020,1/1/2999,77,Building,,4,0.067
USA,NJ,85.(LC),8/1/2020,1/1/2999,77,Contents,,4,0.081
USA,NJ,85.(LC),8/1/2020,1/1/2999,77,Building,,5 or 6,0.061
USA,NJ,85.(LC),8/1/2020,1/1/2999,77,Contents,,5 or 6,0.074
USA,NJ,85.(LC),8/1/2020,1/1/2999,78,Building,,1,0.103
USA,NJ,85.(LC),8/1/2020,1/1/2999,78,Contents,,1,0.107
USA,NJ,85.(LC),8/1/2020,1/1/2999,78,Building,,2,0.093
USA,NJ,85.(LC),8/1/2020,1/1/2999,78,Contents,,2,0.095
USA,NJ,85.(LC),8/1/2020,1/1/2999,78,Building,,3,0.081
USA,NJ,85.(LC),8/1/2020,1/1/2999,78,Contents,,3,0.092
USA,NJ,85.(LC),8/1/2020,1/1/2999,78,Building,,4,0.067
USA,NJ,85.(LC),8/1/2020,1/1/2999,78,Contents,,4,0.081
USA,NJ,85.(LC),8/1/2020,1/1/2999,78,Building,,5 or 6,0.061
USA,NJ,85.(LC),8/1/2020,1/1/2999,78,Contents,,5 or 6,0.074
USA,NJ,85.(LC),8/1/2020,1/1/2999,79,Building,,1,0.103
USA,NJ,85.(LC),8/1/2020,1/1/2999,79,Contents,,1,0.107
USA,NJ,85.(LC),8/1/2020,1/1/2999,79,Building,,2,0.093
USA,NJ,85.(LC),8/1/2020,1/1/2999,79,Contents,,2,0.095
USA,NJ,85.(LC),8/1/2020,1/1/2999,79,Building,,3,0.081
USA,NJ,85.(LC),8/1/2020,1/1/2999,79,Contents,,3,0.092
USA,NJ,85.(LC),8/1/2020,1/1/2999,79,Building,,4,0.067
USA,NJ,85.(LC),8/1/2020,1/1/2999,79,Contents,,4,0.081
USA,NJ,85.(LC),8/1/2020,1/1/2999,79,Building,,5 or 6,0.061
USA,NJ,85.(LC),8/1/2020,1/1/2999,79,Contents,,5 or 6,0.074
USA,NJ,85.(LC),8/1/2020,1/1/2999,196,Building,,1,0.069
USA,NJ,85.(LC),8/1/2020,1/1/2999,196,Contents,,1,0.079
USA,NJ,85.(LC),8/1/2020,1/1/2999,196,Building,,2,0.062
USA,NJ,85.(LC),8/1/2020,1/1/2999,196,Contents,,2,0.069
USA,NJ,85.(LC),8/1/2020,1/1/2999,196,Building,,3,0.055
USA,NJ,85.(LC),8/1/2020,1/1/2999,196,Contents,,3,0.064
USA,NJ,85.(LC),8/1/2020,1/1/2999,196,Building,,4,0.045
USA,NJ,85.(LC),8/1/2020,1/1/2999,196,Contents,,4,0.059
USA,NJ,85.(LC),8/1/2020,1/1/2999,196,Building,,5 or 6,0.043
USA,NJ,85.(LC),8/1/2020,1/1/2999,196,Contents,,5 or 6,0.054
USA,NJ,85.(LC),8/1/2020,1/1/2999,197,Building,,1,0.069
USA,NJ,85.(LC),8/1/2020,1/1/2999,197,Contents,,1,0.079
USA,NJ,85.(LC),8/1/2020,1/1/2999,197,Building,,2,0.062
USA,NJ,85.(LC),8/1/2020,1/1/2999,197,Contents,,2,0.069
USA,NJ,85.(LC),8/1/2020,1/1/2999,197,Building,,3,0.055
USA,NJ,85.(LC),8/1/2020,1/1/2999,197,Contents,,3,0.064
USA,NJ,85.(LC),8/1/2020,1/1/2999,197,Building,,4,0.045
USA,NJ,85.(LC),8/1/2020,1/1/2999,197,Contents,,4,0.059
USA,NJ,85.(LC),8/1/2020,1/1/2999,197,Building,,5 or 6,0.043
USA,NJ,85.(LC),8/1/2020,1/1/2999,197,Contents,,5 or 6,0.054
USA,NJ,85.(LC),8/1/2020,1/1/2999,198,Building,,1,0.069
USA,NJ,85.(LC),8/1/2020,1/1/2999,198,Contents,,1,0.079
USA,NJ,85.(LC),8/1/2020,1/1/2999,198,Building,,2,0.062
USA,NJ,85.(LC),8/1/2020,1/1/2999,198,Contents,,2,0.069
USA,NJ,85.(LC),8/1/2020,1/1/2999,198,Building,,3,0.055
USA,NJ,85.(LC),8/1/2020,1/1/2999,198,Contents,,3,0.064
USA,NJ,85.(LC),8/1/2020,1/1/2999,198,Building,,4,0.045
USA,NJ,85.(LC),8/1/2020,1/1/2999,198,Contents,,4,0.059
USA,NJ,85.(LC),8/1/2020,1/1/2999,198,Building,,5 or 6,0.043
USA,NJ,85.(LC),8/1/2020,1/1/2999,198,Contents,,5 or 6,0.054
USA,NJ,85.(LC),8/1/2020,1/1/2999,311,Building,,1,0.25
USA,NJ,85.(LC),8/1/2020,1/1/2999,311,Contents,,1,0.283
USA,NJ,85.(LC),8/1/2020,1/1/2999,311,Building,,2,0.226
USA,NJ,85.(LC),8/1/2020,1/1/2999,311,Contents,,2,0.255
USA,NJ,85.(LC),8/1/2020,1/1/2999,311,Building,,3,0.199
USA,NJ,85.(LC),8/1/2020,1/1/2999,311,Contents,,3,0.24
USA,NJ,85.(LC),8/1/2020,1/1/2999,311,Building,,4,0.162
USA,NJ,85.(LC),8/1/2020,1/1/2999,311,Contents,,4,0.213
USA,NJ,85.(LC),8/1/2020,1/1/2999,311,Building,,5 or 6,0.15
USA,NJ,85.(LC),8/1/2020,1/1/2999,311,Contents,,5 or 6,0.199
USA,NJ,85.(LC),8/1/2020,1/1/2999,312,Building,,1,0.25
USA,NJ,85.(LC),8/1/2020,1/1/2999,312,Contents,,1,0.283
USA,NJ,85.(LC),8/1/2020,1/1/2999,312,Building,,2,0.226
USA,NJ,85.(LC),8/1/2020,1/1/2999,312,Contents,,2,0.255
USA,NJ,85.(LC),8/1/2020,1/1/2999,312,Building,,3,0.199
USA,NJ,85.(LC),8/1/2020,1/1/2999,312,Contents,,3,0.24
USA,NJ,85.(LC),8/1/2020,1/1/2999,312,Building,,4,0.162
USA,NJ,85.(LC),8/1/2020,1/1/2999,312,Contents,,4,0.213
USA,NJ,85.(LC),8/1/2020,1/1/2999,312,Building,,5 or 6,0.15
USA,NJ,85.(LC),8/1/2020,1/1/2999,312,Contents,,5 or 6,0.199
USA,NJ,85.(LC),8/1/2020,1/1/2999,313,Building,,1,0.25
USA,NJ,85.(LC),8/1/2020,1/1/2999,313,Contents,,1,0.283
USA,NJ,85.(LC),8/1/2020,1/1/2999,313,Building,,2,0.226
USA,NJ,85.(LC),8/1/2020,1/1/2999,313,Contents,,2,0.255
USA,NJ,85.(LC),8/1/2020,1/1/2999,313,Building,,3,0.199
USA,NJ,85.(LC),8/1/2020,1/1/2999,313,Contents,,3,0.24
USA,NJ,85.(LC),8/1/2020,1/1/2999,313,Building,,4,0.162
USA,NJ,85.(LC),8/1/2020,1/1/2999,313,Contents,,4,0.213
USA,NJ,85.(LC),8/1/2020,1/1/2999,313,Building,,5 or 6,0.15
USA,NJ,85.(LC),8/1/2020,1/1/2999,313,Contents,,5 or 6,0.199
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Building,,1,0.386
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Contents,A,1,0.573
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Contents,B&C,1,0.67
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Building,,2,0.348
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Contents,A,2,0.516
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Contents,B&C,2,0.603
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Building,,3,0.308
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Contents,A,3,0.485
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Contents,B&C,3,0.571
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Building,,4,0.25
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Contents,A,4,0.429
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Contents,B&C,4,0.5
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Building,,5 or 6,0.23
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Contents,A,5 or 6,0.4
USA,NJ,85.(LC),8/1/2020,1/1/2999,321,Contents,B&C,5 or 6,0.47
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Building,,1,0.386
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Contents,A,1,0.573
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Contents,B&C,1,0.67
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Building,,2,0.348
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Contents,A,2,0.516
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Contents,B&C,2,0.603
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Building,,3,0.308
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Contents,A,3,0.485
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Contents,B&C,3,0.571
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Building,,4,0.25
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Contents,A,4,0.429
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Contents,B&C,4,0.5
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Building,,5 or 6,0.23
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Contents,A,5 or 6,0.4
USA,NJ,85.(LC),8/1/2020,1/1/2999,322,Contents,B&C,5 or 6,0.47
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Building,,1,0.386
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Contents,A,1,0.573
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Contents,B&C,1,0.67
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Building,,2,0.348
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Contents,A,2,0.516
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Contents,B&C,2,0.603
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Building,,3,0.308
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Contents,A,3,0.485
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Contents,B&C,3,0.571
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Building,,4,0.25
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Contents,A,4,0.429
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Contents,B&C,4,0.5
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Building,,5 or 6,0.23
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Contents,A,5 or 6,0.4
USA,NJ,85.(LC),8/1/2020,1/1/2999,323,Contents,B&C,5 or 6,0.47
USA,NJ,85.(LC),8/1/2020,1/1/2999,331,Building,,1,0.141
USA,NJ,85.(LC),8/1/2020,1/1/2999,331,Contents,,1,0.122
USA,NJ,85.(LC),8/1/2020,1/1/2999,331,Building,,2,0.126
USA,NJ,85.(LC),8/1/2020,1/1/2999,331,Contents,,2,0.109
USA,NJ,85.(LC),8/1/2020,1/1/2999,331,Building,,3,0.112
USA,NJ,85.(LC),8/1/2020,1/1/2999,331,Contents,,3,0.104
USA,NJ,85.(LC),8/1/2020,1/1/2999,331,Building,,4,0.09
USA,NJ,85.(LC),8/1/2020,1/1/2999,331,Contents,,4,0.092
USA,NJ,85.(LC),8/1/2020,1/1/2999,331,Building,,5 or 6,0.085
USA,NJ,85.(LC),8/1/2020,1/1/2999,331,Contents,,5 or 6,0.085
USA,NJ,85.(LC),8/1/2020,1/1/2999,332,Building,,1,0.141
USA,NJ,85.(LC),8/1/2020,1/1/2999,332,Contents,,1,0.122
USA,NJ,85.(LC),8/1/2020,1/1/2999,332,Building,,2,0.126
USA,NJ,85.(LC),8/1/2020,1/1/2999,332,Contents,,2,0.109
USA,NJ,85.(LC),8/1/2020,1/1/2999,332,Building,,3,0.112
USA,NJ,85.(LC),8/1/2020,1/1/2999,332,Contents,,3,0.104
USA,NJ,85.(LC),8/1/2020,1/1/2999,332,Building,,4,0.09
USA,NJ,85.(LC),8/1/2020,1/1/2999,332,Contents,,4,0.092
USA,NJ,85.(LC),8/1/2020,1/1/2999,332,Building,,5 or 6,0.085
USA,NJ,85.(LC),8/1/2020,1/1/2999,332,Contents,,5 or 6,0.085
USA,NJ,85.(LC),8/1/2020,1/1/2999,333,Building,,1,0.141
USA,NJ,85.(LC),8/1/2020,1/1/2999,333,Contents,,1,0.122
USA,NJ,85.(LC),8/1/2020,1/1/2999,333,Building,,2,0.126
USA,NJ,85.(LC),8/1/2020,1/1/2999,333,Contents,,2,0.109
USA,NJ,85.(LC),8/1/2020,1/1/2999,333,Building,,3,0.112
USA,NJ,85.(LC),8/1/2020,1/1/2999,333,Contents,,3,0.104
USA,NJ,85.(LC),8/1/2020,1/1/2999,333,Building,,4,0.09
USA,NJ,85.(LC),8/1/2020,1/1/2999,333,Contents,,4,0.092
USA,NJ,85.(LC),8/1/2020,1/1/2999,333,Building,,5 or 6,0.085
USA,NJ,85.(LC),8/1/2020,1/1/2999,333,Contents,,5 or 6,0.085
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Building,,1,0.215
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Contents,A,1,0.247
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Contents,B&C,1,0.291
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Building,,2,0.197
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Contents,A,2,0.223
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Contents,B&C,2,0.258
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Building,,3,0.176
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Contents,A,3,0.208
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Contents,B&C,3,0.247
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Building,,4,0.142
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Contents,A,4,0.185
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Contents,B&C,4,0.215
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Building,,5 or 6,0.13
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Contents,A,5 or 6,0.173
USA,NJ,85.(LC),8/1/2020,1/1/2999,341,Contents,B&C,5 or 6,0.201
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Building,,1,0.215
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Contents,A,1,0.247
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Contents,B&C,1,0.291
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Building,,2,0.197
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Contents,A,2,0.223
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Contents,B&C,2,0.258
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Building,,3,0.176
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Contents,A,3,0.208
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Contents,B&C,3,0.247
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Building,,4,0.142
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Contents,A,4,0.185
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Contents,B&C,4,0.215
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Building,,5 or 6,0.13
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Contents,A,5 or 6,0.173
USA,NJ,85.(LC),8/1/2020,1/1/2999,342,Contents,B&C,5 or 6,0.201
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Building,,1,0.215
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Contents,A,1,0.247
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Contents,B&C,1,0.291
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Building,,2,0.197
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Contents,A,2,0.223
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Contents,B&C,2,0.258
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Building,,3,0.176
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Contents,A,3,0.208
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Contents,B&C,3,0.247
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Building,,4,0.142
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Contents,A,4,0.185
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Contents,B&C,4,0.215
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Building,,5 or 6,0.13
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Contents,A,5 or 6,0.173
USA,NJ,85.(LC),8/1/2020,1/1/2999,343,Contents,B&C,5 or 6,0.201
USA,NJ,85.(LC),8/1/2020,1/1/2999,511,Building,,1,0.089
USA,NJ,85.(LC),8/1/2020,1/1/2999,511,Contents,,1,0.129
USA,NJ,85.(LC),8/1/2020,1/1/2999,511,Building,,2,0.08
USA,NJ,85.(LC),8/1/2020,1/1/2999,511,Contents,,2,0.117
USA,NJ,85.(LC),8/1/2020,1/1/2999,511,Building,,3,0.072
USA,NJ,85.(LC),8/1/2020,1/1/2999,511,Contents,,3,0.109
USA,NJ,85.(LC),8/1/2020,1/1/2999,511,Building,,4,0.057
USA,NJ,85.(LC),8/1/2020,1/1/2999,511,Contents,,4,0.096
USA,NJ,85.(LC),8/1/2020,1/1/2999,511,Building,,5 or 6,0.054
USA,NJ,85.(LC),8/1/2020,1/1/2999,511,Contents,,5 or 6,0.09
USA,NJ,85.(LC),8/1/2020,1/1/2999,512,Building,,1,0.085
USA,NJ,85.(LC),8/1/2020,1/1/2999,512,Contents,,1,0.116
USA,NJ,85.(LC),8/1/2020,1/1/2999,512,Building,,2,0.076
USA,NJ,85.(LC),8/1/2020,1/1/2999,512,Contents,,2,0.104
USA,NJ,85.(LC),8/1/2020,1/1/2999,512,Building,,3,0.068
USA,NJ,85.(LC),8/1/2020,1/1/2999,512,Contents,,3,0.097
USA,NJ,85.(LC),8/1/2020,1/1/2999,512,Building,,4,0.056
USA,NJ,85.(LC),8/1/2020,1/1/2999,512,Contents,,4,0.088
USA,NJ,85.(LC),8/1/2020,1/1/2999,512,Building,,5 or 6,0.051
USA,NJ,85.(LC),8/1/2020,1/1/2999,512,Contents,,5 or 6,0.08
USA,NJ,85.(LC),8/1/2020,1/1/2999,520,Building,,1,0.106
USA,NJ,85.(LC),8/1/2020,1/1/2999,520,Contents,,1,0.168
USA,NJ,85.(LC),8/1/2020,1/1/2999,520,Building,,2,0.095
USA,NJ,85.(LC),8/1/2020,1/1/2999,520,Contents,,2,0.151
USA,NJ,85.(LC),8/1/2020,1/1/2999,520,Building,,3,0.085
USA,NJ,85.(LC),8/1/2020,1/1/2999,520,Contents,,3,0.144
USA,NJ,85.(LC),8/1/2020,1/1/2999,520,Building,,4,0.07
USA,NJ,85.(LC),8/1/2020,1/1/2999,520,Contents,,4,0.125
USA,NJ,85.(LC),8/1/2020,1/1/2999,520,Building,,5 or 6,0.064
USA,NJ,85.(LC),8/1/2020,1/1/2999,520,Contents,,5 or 6,0.118
USA,NJ,85.(LC),8/1/2020,1/1/2999,531,Building,,1,0.089
USA,NJ,85.(LC),8/1/2020,1/1/2999,531,Contents,,1,0.136
USA,NJ,85.(LC),8/1/2020,1/1/2999,531,Building,,2,0.081
USA,NJ,85.(LC),8/1/2020,1/1/2999,531,Contents,,2,0.121
USA,NJ,85.(LC),8/1/2020,1/1/2999,531,Building,,3,0.072
USA,NJ,85.(LC),8/1/2020,1/1/2999,531,Contents,,3,0.116
USA,NJ,85.(LC),8/1/2020,1/1/2999,531,Building,,4,0.057
USA,NJ,85.(LC),8/1/2020,1/1/2999,531,Contents,,4,0.103
USA,NJ,85.(LC),8/1/2020,1/1/2999,531,Building,,5 or 6,0.054
USA,NJ,85.(LC),8/1/2020,1/1/2999,531,Contents,,5 or 6,0.095
USA,NJ,85.(LC),8/1/2020,1/1/2999,532,Building,,1,0.136
USA,NJ,85.(LC),8/1/2020,1/1/2999,532,Contents,,1,0.168
USA,NJ,85.(LC),8/1/2020,1/1/2999,532,Building,,2,0.123
USA,NJ,85.(LC),8/1/2020,1/1/2999,532,Contents,,2,0.151
USA,NJ,85.(LC),8/1/2020,1/1/2999,532,Building,,3,0.11
USA,NJ,85.(LC),8/1/2020,1/1/2999,532,Contents,,3,0.144
USA,NJ,85.(LC),8/1/2020,1/1/2999,532,Building,,4,0.089
USA,NJ,85.(LC),8/1/2020,1/1/2999,532,Contents,,4,0.125
USA,NJ,85.(LC),8/1/2020,1/1/2999,532,Building,,5 or 6,0.082
USA,NJ,85.(LC),8/1/2020,1/1/2999,532,Contents,,5 or 6,0.118
USA,NJ,85.(LC),8/1/2020,1/1/2999,533,Building,,1,0.107
USA,NJ,85.(LC),8/1/2020,1/1/2999,533,Contents,,1,0.135
USA,NJ,85.(LC),8/1/2020,1/1/2999,533,Building,,2,0.096
USA,NJ,85.(LC),8/1/2020,1/1/2999,533,Contents,,2,0.12
USA,NJ,85.(LC),8/1/2020,1/1/2999,533,Building,,3,0.088
USA,NJ,85.(LC),8/1/2020,1/1/2999,533,Contents,,3,0.114
USA,NJ,85.(LC),8/1/2020,1/1/2999,533,Building,,4,0.071
USA,NJ,85.(LC),8/1/2020,1/1/2999,533,Contents,,4,0.102
USA,NJ,85.(LC),8/1/2020,1/1/2999,533,Building,,5 or 6,0.065
USA,NJ,85.(LC),8/1/2020,1/1/2999,533,Contents,,5 or 6,0.095
USA,NJ,85.(LC),8/1/2020,1/1/2999,534,Building,,1,0.151
