Country,State,Table Number,effective date,expiration date,key1,key2,key3,key4,Factor
USA,NJ,85.(LC),8/1/2020,1/1/2999,2200,Building,,2,0.321
USA,NJ,85.(LC),8/1/2020,1/1/2999,2200,Contents,,2,0.384
USA,NJ,85.(LC),8/1/2020,1/1/2999,2200,Building,,3,0.289
USA,NJ,85.(LC),8/1/2020,1/1/2999,2200,Contents,,3,0.362
USA,NJ,85.(LC),8/1/2020,1/1/2999,2200,Building,,4,0.234
USA,NJ,85.(LC),8/1/2020,1/1/2999,2200,Contents,,4,0.318
USA,NJ,85.(LC),8/1/2020,1/1/2999,2200,Building,,5 or 6,0.215
USA,NJ,85.(LC),8/1/2020,1/1/2999,2200,Contents,,5 or 6,0.3
USA,NJ,85.(LC),8/1/2020,1/1/2999,2350,Building,,1,0.23
USA,NJ,85.(LC),8/1/2020,1/1/2999,2350,Contents,,1,0.272
USA,NJ,85.(LC),8/1/2020,1/1/2999,2350,Building,,2,0.207
USA,NJ,85.(LC),8/1/2020,1/1/2999,2350,Contents,,2,0.245
USA,NJ,85.(LC),8/1/2020,1/1/2999,2350,Building,,3,0.184
USA,NJ,85.(LC),8/1/2020,1/1/2999,2350,Contents,,3,0.23
USA,NJ,85.(LC),8/1/2020,1/1/2999,2350,Building,,4,0.151
USA,NJ,85.(LC),8/1/2020,1/1/2999,2350,Contents,,4,0.205
USA,NJ,85.(LC),8/1/2020,1/1/2999,2350,Building,,5 or 6,0.138
USA,NJ,85.(LC),8/1/2020,1/1/2999,2350,Contents,,5 or 6,0.193
USA,NJ,85.(LC),8/1/2020,1/1/2999,2459,Building,,1,0.151
USA,NJ,85.(LC),8/1/2020,1/1/2999,2459,Contents,,1,0.193
USA,NJ,85.(LC),8/1/2020,1/1/2999,2459,Building,,2,0.135
USA,NJ,85.(LC),8/1/2020,1/1/2999,2459,Contents,,2,0.174
USA,NJ,85.(LC),8/1/2020,1/1/2999,2459,Building,,3,0.121
USA,NJ,85.(LC),8/1/2020,1/1/2999,2459,Contents,,3,0.165
USA,NJ,85.(LC),8/1/2020,1/1/2999,2459,Building,,4,0.096
USA,NJ,85.(LC),8/1/2020,1/1/2999,2459,Contents,,4,0.147
USA,NJ,85.(LC),8/1/2020,1/1/2999,2459,Building,,5 or 6,0.089
USA,NJ,85.(LC),8/1/2020,1/1/2999,2459,Contents,,5 or 6,0.135
USA,NJ,85.(LC),8/1/2020,1/1/2999,2800,Building,,1,0.923
USA,NJ,85.(LC),8/1/2020,1/1/2999,2800,Contents,,1,1.219
USA,NJ,85.(LC),8/1/2020,1/1/2999,2800,Building,,2,0.835
USA,NJ,85.(LC),8/1/2020,1/1/2999,2800,Contents,,2,1.099
USA,NJ,85.(LC),8/1/2020,1/1/2999,2800,Building,,3,0.747
USA,NJ,85.(LC),8/1/2020,1/1/2999,2800,Contents,,3,1.032
USA,NJ,85.(LC),8/1/2020,1/1/2999,2800,Building,,4,0.605
USA,NJ,85.(LC),8/1/2020,1/1/2999,2800,Contents,,4,0.913
USA,NJ,85.(LC),8/1/2020,1/1/2999,2800,Building,,5 or 6,0.562
USA,NJ,85.(LC),8/1/2020,1/1/2999,2800,Contents,,5 or 6,0.857
USA,NJ,85.(LC),8/1/2020,1/1/2999,3409,Building,,1,0.312
USA,NJ,85.(LC),8/1/2020,1/1/2999,3409,Contents,,1,0.364
USA,NJ,85.(LC),8/1/2020,1/1/2999,3409,Building,,2,0.281
USA,NJ,85.(LC),8/1/2020,1/1/2999,3409,Contents,,2,0.326
USA,NJ,85.(LC),8/1/2020,1/1/2999,3409,Building,,3,0.249
USA,NJ,85.(LC),8/1/2020,1/1/2999,3409,Contents,,3,0.307
USA,NJ,85.(LC),8/1/2020,1/1/2999,3409,Building,,4,0.203
USA,NJ,85.(LC),8/1/2020,1/1/2999,3409,Contents,,4,0.272
USA,NJ,85.(LC),8/1/2020,1/1/2999,3409,Building,,5 or 6,0.187
USA,NJ,85.(LC),8/1/2020,1/1/2999,3409,Contents,,5 or 6,0.253
USA,NJ,85.(LC),8/1/2020,1/1/2999,4809,Building,,1,0.239
USA,NJ,85.(LC),8/1/2020,1/1/2999,4809,Contents,,1,0.292
USA,NJ,85.(LC),8/1/2020,1/1/2999,4809,Building,,2,0.217
USA,NJ,85.(LC),8/1/2020,1/1/2999,4809,Contents,,2,0.262
USA,NJ,85.(LC),8/1/2020,1/1/2999,4809,Building,,3,0.191
USA,NJ,85.(LC),8/1/2020,1/1/2999,4809,Contents,,3,0.247
USA,NJ,85.(LC),8/1/2020,1/1/2999,4809,Building,,4,0.155
USA,NJ,85.(LC),8/1/2020,1/1/2999,4809,Contents,,4,0.218
USA,NJ,85.(LC),8/1/2020,1/1/2999,4809,Building,,5 or 6,0.145
USA,NJ,85.(LC),8/1/2020,1/1/2999,4809,Contents,,5 or 6,0.205
USA,NJ,85.TerrMult(LC),8/1/2020,1/1/2999,Jersey City,,,,1.18
USA,NJ,85.TerrMult(LC),8/1/2020,1/1/2999,Newark,,,,1.467
USA,NJ,85.TerrMult(LC),8/1/2020,1/1/2999,Balance of State (New Jersey),,,,1
USA,HI,BGII(LC),7/1/2020,1/1/2999,,Building,AA,,0.025
USA,HI,BGII(LC),7/1/2020,1/1/2999,,Building,A,,0.028
USA,HI,BGII(LC),7/1/2020,1/1/2999,,Building,AB,,0.055
USA,HI,BGII(LC),7/1/2020,1/1/2999,,Building,B,,0.091
USA,HI,BGII(LC),7/1/2020,1/1/2999,,Contents,AA,,0.022
USA,HI,BGII(LC),7/1/2020,1/1/2999,,Contents,A,,0.025
USA,HI,BGII(LC),7/1/2020,1/1/2999,,Contents,AB,,0.053
USA,HI,BGII(LC),7/1/2020,1/1/2999,,Contents,B,,0.086
USA,HI,B.(1)(LC),7/1/2020,1/1/2999,,,,,0.016
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Residential Apartments and Condominiums,,,,0.2
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Offices,,,,0.131
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Mercantile - High,,,,0.229
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Mercantile - Medium,,,,0.2
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Mercantile - Low,,,,0.146
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Motels and Hotels,,,,0.111
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Institutional - High,,,,0.107
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Institutional - Low,,,,0.074
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Industrial and Processing - High,,,,0.163
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Industrial and Processing - Low,,,,0.132
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Service - High,,,,0.141
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Service - Low,,,,0.108
USA,HI,C.(2)(LC),7/1/2020,1/1/2999,Contractors,,,,0.213
USA,HI,85.(LC),7/1/2020,1/1/2999,74,Building,,1,0.062
USA,HI,85.(LC),7/1/2020,1/1/2999,74,Contents,,1,0.062
USA,HI,85.(LC),7/1/2020,1/1/2999,74,Building,,2,0.056
USA,HI,85.(LC),7/1/2020,1/1/2999,74,Contents,,2,0.056
USA,HI,85.(LC),7/1/2020,1/1/2999,74,Building,,3,0.049
USA,HI,85.(LC),7/1/2020,1/1/2999,74,Contents,,3,0.053
USA,HI,85.(LC),7/1/2020,1/1/2999,74,Building,,4,0.04
USA,HI,85.(LC),7/1/2020,1/1/2999,74,Contents,,4,0.046
USA,HI,85.(LC),7/1/2020,1/1/2999,74,Building,,5 or 6,0.037
USA,HI,85.(LC),7/1/2020,1/1/2999,74,Contents,,5 or 6,0.043
USA,HI,85.(LC),7/1/2020,1/1/2999,75,Building,,1,0.062
USA,HI,85.(LC),7/1/2020,1/1/2999,75,Contents,,1,0.062
USA,HI,85.(LC),7/1/2020,1/1/2999,75,Building,,2,0.056
USA,HI,85.(LC),7/1/2020,1/1/2999,75,Contents,,2,0.056
USA,HI,85.(LC),7/1/2020,1/1/2999,75,Building,,3,0.049
USA,HI,85.(LC),7/1/2020,1/1/2999,75,Contents,,3,0.053
USA,HI,85.(LC),7/1/2020,1/1/2999,75,Building,,4,0.04
USA,HI,85.(LC),7/1/2020,1/1/2999,75,Contents,,4,0.046
USA,HI,85.(LC),7/1/2020,1/1/2999,75,Building,,5 or 6,0.037
USA,HI,85.(LC),7/1/2020,1/1/2999,75,Contents,,5 or 6,0.043
USA,HI,85.(LC),7/1/2020,1/1/2999,76,Building,,1,0.062
USA,HI,85.(LC),7/1/2020,1/1/2999,76,Contents,,1,0.062
USA,HI,85.(LC),7/1/2020,1/1/2999,76,Building,,2,0.056
USA,HI,85.(LC),7/1/2020,1/1/2999,76,Contents,,2,0.056
USA,HI,85.(LC),7/1/2020,1/1/2999,76,Building,,3,0.049
USA,HI,85.(LC),7/1/2020,1/1/2999,76,Contents,,3,0.053
USA,HI,85.(LC),7/1/2020,1/1/2999,76,Building,,4,0.04
USA,HI,85.(LC),7/1/2020,1/1/2999,76,Contents,,4,0.046
USA,HI,85.(LC),7/1/2020,1/1/2999,76,Building,,5 or 6,0.037
USA,HI,85.(LC),7/1/2020,1/1/2999,76,Contents,,5 or 6,0.043
USA,HI,85.(LC),7/1/2020,1/1/2999,77,Building,,1,0.057
USA,HI,85.(LC),7/1/2020,1/1/2999,77,Contents,,1,0.059
USA,HI,85.(LC),7/1/2020,1/1/2999,77,Building,,2,0.05
USA,HI,85.(LC),7/1/2020,1/1/2999,77,Contents,,2,0.053
USA,HI,85.(LC),7/1/2020,1/1/2999,77,Building,,3,0.045
USA,HI,85.(LC),7/1/2020,1/1/2999,77,Contents,,3,0.049
USA,HI,85.(LC),7/1/2020,1/1/2999,77,Building,,4,0.037
USA,HI,85.(LC),7/1/2020,1/1/2999,77,Contents,,4,0.044
USA,HI,85.(LC),7/1/2020,1/1/2999,77,Building,,5 or 6,0.034
USA,HI,85.(LC),7/1/2020,1/1/2999,77,Contents,,5 or 6,0.041
USA,HI,85.(LC),7/1/2020,1/1/2999,78,Building,,1,0.057
USA,HI,85.(LC),7/1/2020,1/1/2999,78,Contents,,1,0.059
USA,HI,85.(LC),7/1/2020,1/1/2999,78,Building,,2,0.05
USA,HI,85.(LC),7/1/2020,1/1/2999,78,Contents,,2,0.053
USA,HI,85.(LC),7/1/2020,1/1/2999,78,Building,,3,0.045
USA,HI,85.(LC),7/1/2020,1/1/2999,78,Contents,,3,0.049
USA,HI,85.(LC),7/1/2020,1/1/2999,78,Building,,4,0.037
USA,HI,85.(LC),7/1/2020,1/1/2999,78,Contents,,4,0.044
USA,HI,85.(LC),7/1/2020,1/1/2999,78,Building,,5 or 6,0.034
USA,HI,85.(LC),7/1/2020,1/1/2999,78,Contents,,5 or 6,0.041
USA,HI,85.(LC),7/1/2020,1/1/2999,79,Building,,1,0.057
USA,HI,85.(LC),7/1/2020,1/1/2999,79,Contents,,1,0.059
USA,HI,85.(LC),7/1/2020,1/1/2999,79,Building,,2,0.05
USA,HI,85.(LC),7/1/2020,1/1/2999,79,Contents,,2,0.053
USA,HI,85.(LC),7/1/2020,1/1/2999,79,Building,,3,0.045
USA,HI,85.(LC),7/1/2020,1/1/2999,79,Contents,,3,0.049
USA,HI,85.(LC),7/1/2020,1/1/2999,79,Building,,4,0.037
USA,HI,85.(LC),7/1/2020,1/1/2999,79,Contents,,4,0.044
USA,HI,85.(LC),7/1/2020,1/1/2999,79,Building,,5 or 6,0.034
USA,HI,85.(LC),7/1/2020,1/1/2999,79,Contents,,5 or 6,0.041
USA,HI,85.(LC),7/1/2020,1/1/2999,196,Building,,1,0.038
USA,HI,85.(LC),7/1/2020,1/1/2999,196,Contents,,1,0.042
USA,HI,85.(LC),7/1/2020,1/1/2999,196,Building,,2,0.034
USA,HI,85.(LC),7/1/2020,1/1/2999,196,Contents,,2,0.038
USA,HI,85.(LC),7/1/2020,1/1/2999,196,Building,,3,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,196,Contents,,3,0.036
USA,HI,85.(LC),7/1/2020,1/1/2999,196,Building,,4,0.024
USA,HI,85.(LC),7/1/2020,1/1/2999,196,Contents,,4,0.032
USA,HI,85.(LC),7/1/2020,1/1/2999,196,Building,,5 or 6,0.022
USA,HI,85.(LC),7/1/2020,1/1/2999,196,Contents,,5 or 6,0.029
USA,HI,85.(LC),7/1/2020,1/1/2999,197,Building,,1,0.038
USA,HI,85.(LC),7/1/2020,1/1/2999,197,Contents,,1,0.042
USA,HI,85.(LC),7/1/2020,1/1/2999,197,Building,,2,0.034
USA,HI,85.(LC),7/1/2020,1/1/2999,197,Contents,,2,0.038
USA,HI,85.(LC),7/1/2020,1/1/2999,197,Building,,3,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,197,Contents,,3,0.036
USA,HI,85.(LC),7/1/2020,1/1/2999,197,Building,,4,0.024
USA,HI,85.(LC),7/1/2020,1/1/2999,197,Contents,,4,0.032
USA,HI,85.(LC),7/1/2020,1/1/2999,197,Building,,5 or 6,0.022
USA,HI,85.(LC),7/1/2020,1/1/2999,197,Contents,,5 or 6,0.029
USA,HI,85.(LC),7/1/2020,1/1/2999,198,Building,,1,0.038
USA,HI,85.(LC),7/1/2020,1/1/2999,198,Contents,,1,0.042
USA,HI,85.(LC),7/1/2020,1/1/2999,198,Building,,2,0.034
USA,HI,85.(LC),7/1/2020,1/1/2999,198,Contents,,2,0.038
USA,HI,85.(LC),7/1/2020,1/1/2999,198,Building,,3,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,198,Contents,,3,0.036
USA,HI,85.(LC),7/1/2020,1/1/2999,198,Building,,4,0.024
USA,HI,85.(LC),7/1/2020,1/1/2999,198,Contents,,4,0.032
USA,HI,85.(LC),7/1/2020,1/1/2999,198,Building,,5 or 6,0.022
USA,HI,85.(LC),7/1/2020,1/1/2999,198,Contents,,5 or 6,0.029
USA,HI,85.(LC),7/1/2020,1/1/2999,311,Building,,1,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,311,Contents,,1,0.039
USA,HI,85.(LC),7/1/2020,1/1/2999,311,Building,,2,0.032
USA,HI,85.(LC),7/1/2020,1/1/2999,311,Contents,,2,0.036
USA,HI,85.(LC),7/1/2020,1/1/2999,311,Building,,3,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,311,Contents,,3,0.034
USA,HI,85.(LC),7/1/2020,1/1/2999,311,Building,,4,0.022
USA,HI,85.(LC),7/1/2020,1/1/2999,311,Contents,,4,0.029
USA,HI,85.(LC),7/1/2020,1/1/2999,311,Building,,5 or 6,0.021
USA,HI,85.(LC),7/1/2020,1/1/2999,311,Contents,,5 or 6,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,312,Building,,1,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,312,Contents,,1,0.039
USA,HI,85.(LC),7/1/2020,1/1/2999,312,Building,,2,0.032
USA,HI,85.(LC),7/1/2020,1/1/2999,312,Contents,,2,0.036
USA,HI,85.(LC),7/1/2020,1/1/2999,312,Building,,3,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,312,Contents,,3,0.034
USA,HI,85.(LC),7/1/2020,1/1/2999,312,Building,,4,0.022
USA,HI,85.(LC),7/1/2020,1/1/2999,312,Contents,,4,0.029
USA,HI,85.(LC),7/1/2020,1/1/2999,312,Building,,5 or 6,0.021
USA,HI,85.(LC),7/1/2020,1/1/2999,312,Contents,,5 or 6,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,313,Building,,1,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,313,Contents,,1,0.039
USA,HI,85.(LC),7/1/2020,1/1/2999,313,Building,,2,0.032
USA,HI,85.(LC),7/1/2020,1/1/2999,313,Contents,,2,0.036
USA,HI,85.(LC),7/1/2020,1/1/2999,313,Building,,3,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,313,Contents,,3,0.034
USA,HI,85.(LC),7/1/2020,1/1/2999,313,Building,,4,0.022
USA,HI,85.(LC),7/1/2020,1/1/2999,313,Contents,,4,0.029
USA,HI,85.(LC),7/1/2020,1/1/2999,313,Building,,5 or 6,0.021
USA,HI,85.(LC),7/1/2020,1/1/2999,313,Contents,,5 or 6,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Building,,1,0.054
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Contents,A,1,0.079
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Contents,B&C,1,0.093
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Building,,2,0.048
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Contents,A,2,0.071
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Contents,B&C,2,0.083
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Building,,3,0.043
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Contents,A,3,0.067
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Contents,B&C,3,0.079
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Building,,4,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Contents,A,4,0.06
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Contents,B&C,4,0.069
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Building,,5 or 6,0.032
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Contents,A,5 or 6,0.056
USA,HI,85.(LC),7/1/2020,1/1/2999,321,Contents,B&C,5 or 6,0.065
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Building,,1,0.054
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Contents,A,1,0.079
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Contents,B&C,1,0.093
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Building,,2,0.048
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Contents,A,2,0.071
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Contents,B&C,2,0.083
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Building,,3,0.043
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Contents,A,3,0.067
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Contents,B&C,3,0.079
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Building,,4,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Contents,A,4,0.06
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Contents,B&C,4,0.069
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Building,,5 or 6,0.032
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Contents,A,5 or 6,0.056
USA,HI,85.(LC),7/1/2020,1/1/2999,322,Contents,B&C,5 or 6,0.065
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Building,,1,0.054
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Contents,A,1,0.079
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Contents,B&C,1,0.093
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Building,,2,0.048
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Contents,A,2,0.071
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Contents,B&C,2,0.083
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Building,,3,0.043
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Contents,A,3,0.067
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Contents,B&C,3,0.079
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Building,,4,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Contents,A,4,0.06
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Contents,B&C,4,0.069
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Building,,5 or 6,0.032
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Contents,A,5 or 6,0.056
USA,HI,85.(LC),7/1/2020,1/1/2999,323,Contents,B&C,5 or 6,0.065
USA,HI,85.(LC),7/1/2020,1/1/2999,331,Building,,1,0.02
USA,HI,85.(LC),7/1/2020,1/1/2999,331,Contents,,1,0.018
USA,HI,85.(LC),7/1/2020,1/1/2999,331,Building,,2,0.018
USA,HI,85.(LC),7/1/2020,1/1/2999,331,Contents,,2,0.016
USA,HI,85.(LC),7/1/2020,1/1/2999,331,Building,,3,0.016
USA,HI,85.(LC),7/1/2020,1/1/2999,331,Contents,,3,0.015
USA,HI,85.(LC),7/1/2020,1/1/2999,331,Building,,4,0.013
USA,HI,85.(LC),7/1/2020,1/1/2999,331,Contents,,4,0.014
USA,HI,85.(LC),7/1/2020,1/1/2999,331,Building,,5 or 6,0.013
USA,HI,85.(LC),7/1/2020,1/1/2999,331,Contents,,5 or 6,0.013
USA,HI,85.(LC),7/1/2020,1/1/2999,332,Building,,1,0.02
USA,HI,85.(LC),7/1/2020,1/1/2999,332,Contents,,1,0.018
USA,HI,85.(LC),7/1/2020,1/1/2999,332,Building,,2,0.018
USA,HI,85.(LC),7/1/2020,1/1/2999,332,Contents,,2,0.016
USA,HI,85.(LC),7/1/2020,1/1/2999,332,Building,,3,0.016
USA,HI,85.(LC),7/1/2020,1/1/2999,332,Contents,,3,0.015
USA,HI,85.(LC),7/1/2020,1/1/2999,332,Building,,4,0.013
USA,HI,85.(LC),7/1/2020,1/1/2999,332,Contents,,4,0.014
USA,HI,85.(LC),7/1/2020,1/1/2999,332,Building,,5 or 6,0.013
USA,HI,85.(LC),7/1/2020,1/1/2999,332,Contents,,5 or 6,0.013
USA,HI,85.(LC),7/1/2020,1/1/2999,333,Building,,1,0.02
USA,HI,85.(LC),7/1/2020,1/1/2999,333,Contents,,1,0.018
USA,HI,85.(LC),7/1/2020,1/1/2999,333,Building,,2,0.018
USA,HI,85.(LC),7/1/2020,1/1/2999,333,Contents,,2,0.016
USA,HI,85.(LC),7/1/2020,1/1/2999,333,Building,,3,0.016
USA,HI,85.(LC),7/1/2020,1/1/2999,333,Contents,,3,0.015
USA,HI,85.(LC),7/1/2020,1/1/2999,333,Building,,4,0.013
USA,HI,85.(LC),7/1/2020,1/1/2999,333,Contents,,4,0.014
USA,HI,85.(LC),7/1/2020,1/1/2999,333,Building,,5 or 6,0.013
USA,HI,85.(LC),7/1/2020,1/1/2999,333,Contents,,5 or 6,0.013
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Building,,1,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Contents,A,1,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Contents,B&C,1,0.04
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Building,,2,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Contents,A,2,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Contents,B&C,2,0.036
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Building,,3,0.024
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Contents,A,3,0.029
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Contents,B&C,3,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Building,,4,0.02
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Contents,A,4,0.025
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Contents,B&C,4,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Building,,5 or 6,0.019
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Contents,A,5 or 6,0.023
USA,HI,85.(LC),7/1/2020,1/1/2999,341,Contents,B&C,5 or 6,0.028
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Building,,1,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Contents,A,1,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Contents,B&C,1,0.04
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Building,,2,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Contents,A,2,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Contents,B&C,2,0.036
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Building,,3,0.024
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Contents,A,3,0.029
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Contents,B&C,3,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Building,,4,0.02
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Contents,A,4,0.025
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Contents,B&C,4,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Building,,5 or 6,0.019
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Contents,A,5 or 6,0.023
USA,HI,85.(LC),7/1/2020,1/1/2999,342,Contents,B&C,5 or 6,0.028
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Building,,1,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Contents,A,1,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Contents,B&C,1,0.04
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Building,,2,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Contents,A,2,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Contents,B&C,2,0.036
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Building,,3,0.024
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Contents,A,3,0.029
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Contents,B&C,3,0.035
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Building,,4,0.02
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Contents,A,4,0.025
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Contents,B&C,4,0.03
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Building,,5 or 6,0.019
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Contents,A,5 or 6,0.023
USA,HI,85.(LC),7/1/2020,1/1/2999,343,Contents,B&C,5 or 6,0.028
USA,HI,85.(LC),7/1/2020,1/1/2999,511,Building,,1,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,511,Contents,,1,0.038
USA,HI,85.(LC),7/1/2020,1/1/2999,511,Building,,2,0.025
USA,HI,85.(LC),7/1/2020,1/1/2999,511,Contents,,2,0.034
USA,HI,85.(LC),7/1/2020,1/1/2999,511,Building,,3,0.022
USA,HI,85.(LC),7/1/2020,1/1/2999,511,Contents,,3,0.032
USA,HI,85.(LC),7/1/2020,1/1/2999,511,Building,,4,0.018
USA,HI,85.(LC),7/1/2020,1/1/2999,511,Contents,,4,0.029
USA,HI,85.(LC),7/1/2020,1/1/2999,511,Building,,5 or 6,0.017
USA,HI,85.(LC),7/1/2020,1/1/2999,511,Contents,,5 or 6,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,512,Building,,1,0.027
USA,HI,85.(LC),7/1/2020,1/1/2999,512,Contents,,1,0.034
USA,HI,85.(LC),7/1/2020,1/1/2999,512,Building,,2,0.023
USA,HI,85.(LC),7/1/2020,1/1/2999,512,Contents,,2,0.031
USA,HI,85.(LC),7/1/2020,1/1/2999,512,Building,,3,0.02
USA,HI,85.(LC),7/1/2020,1/1/2999,512,Contents,,3,0.029
USA,HI,85.(LC),7/1/2020,1/1/2999,512,Building,,4,0.017
USA,HI,85.(LC),7/1/2020,1/1/2999,512,Contents,,4,0.026
USA,HI,85.(LC),7/1/2020,1/1/2999,512,Building,,5 or 6,0.016
USA,HI,85.(LC),7/1/2020,1/1/2999,512,Contents,,5 or 6,0.024
USA,HI,85.(LC),7/1/2020,1/1/2999,520,Building,,1,0.032
USA,HI,85.(LC),7/1/2020,1/1/2999,520,Contents,,1,0.05
USA,HI,85.(LC),7/1/2020,1/1/2999,520,Building,,2,0.03
